"TIME","CH1","CH2"
6.7632470e-01,2.76,5.3
6.7632480e-01,2.96,5.1
6.7632490e-01,2.76,5.3
6.7632500e-01,2.88,5.2
6.7632510e-01,2.84,5.1
6.7632520e-01,2.88,4.7
6.7632530e-01,2.92,5.2
6.7632540e-01,2.72,5.2
6.7632550e-01,2.8,5
6.7632560e-01,2.88,5.3
6.7632570e-01,2.8,5.2
6.7632580e-01,2.84,4.6
6.7632590e-01,2.68,4.9
6.7632600e-01,2.88,5.1
6.7632610e-01,2.76,4.9
6.7632620e-01,2.8,4.9
6.7632630e-01,2.88,4.9
6.7632640e-01,2.76,5
6.7632650e-01,2.76,4.9
6.7632660e-01,2.72,4.9
6.7632670e-01,2.76,4.9
6.7632680e-01,2.76,5
6.7632690e-01,2.8,5.4
6.7632700e-01,2.84,5.1
6.7632710e-01,2.84,5.2
6.7632720e-01,2.72,5.2
6.7632730e-01,2.8,5.3
6.7632740e-01,2.84,5.1
6.7632750e-01,2.8,5.1
6.7632760e-01,2.8,5.2
6.7632770e-01,2.72,5
6.7632780e-01,2.84,4.6
6.7632790e-01,2.92,4.9
6.7632800e-01,2.76,4.9
6.7632810e-01,2.8,5.1
6.7632820e-01,2.88,4.7
6.7632830e-01,2.92,5.2
6.7632840e-01,2.68,5.3
6.7632850e-01,2.84,5.1
6.7632860e-01,2.88,5
6.7632870e-01,2.88,4.8
6.7632880e-01,2.76,5.3
6.7632890e-01,2.8,5.1
6.7632900e-01,2.72,5.1
6.7632910e-01,2.6,5.4
6.7632920e-01,2.92,4.8
6.7632930e-01,2.88,5
6.7632940e-01,2.72,4.9
6.7632950e-01,2.92,5.2
6.7632960e-01,2.76,5.1
6.7632970e-01,2.84,5.1
6.7632980e-01,2.64,4.8
6.7632990e-01,2.84,5.5
6.7633000e-01,2.76,5.2
6.7633010e-01,2.76,5
6.7633020e-01,2.92,4.9
6.7633030e-01,2.8,5
6.7633040e-01,2.88,5.3
6.7633050e-01,2.72,5.2
6.7633060e-01,2.8,5.5
6.7633070e-01,2.88,4.9
6.7633080e-01,2.8,5
6.7633090e-01,2.92,4.9
6.7633100e-01,2.8,5
6.7633110e-01,2.72,5.1
6.7633120e-01,2.92,4.7
6.7633130e-01,2.96,5.2
6.7633140e-01,2.84,5.1
6.7633150e-01,2.96,5
6.7633160e-01,2.8,5
6.7633170e-01,2.8,4.9
6.7633180e-01,2.96,5.1
6.7633190e-01,2.8,5
6.7633200e-01,2.96,4.8
6.7633210e-01,2.84,5.1
6.7633220e-01,2.76,5.2
6.7633230e-01,2.8,5.1
6.7633240e-01,2.84,5.2
6.7633250e-01,2.84,5.1
6.7633260e-01,2.76,5.1
6.7633270e-01,2.84,5
6.7633280e-01,2.76,4.8
6.7633290e-01,2.92,5.2
6.7633300e-01,2.92,5.1
6.7633310e-01,2.96,4.9
6.7633320e-01,2.8,5.1
6.7633330e-01,2.88,5.4
6.7633340e-01,2.8,5.3
6.7633350e-01,2.8,5
6.7633360e-01,2.88,5.4
6.7633370e-01,2.76,5
6.7633380e-01,2.84,5.2
6.7633390e-01,3,5.2
6.7633400e-01,2.8,4.9
6.7633410e-01,2.88,5.4
6.7633420e-01,2.8,5.1
6.7633430e-01,2.92,4.9
6.7633440e-01,2.92,5.3
6.7633450e-01,2.92,5
6.7633460e-01,2.92,5.5
6.7633470e-01,2.92,5.5
6.7633480e-01,2.84,5.2
6.7633490e-01,2.96,5.1
6.7633500e-01,2.88,5.2
6.7633510e-01,3.04,5.1
6.7633520e-01,2.88,5.1
6.7633530e-01,2.92,5.3
6.7633540e-01,2.76,5.4
6.7633550e-01,2.88,5.3
6.7633560e-01,2.96,5.2
6.7633570e-01,2.88,5.1
6.7633580e-01,2.88,5
6.7633590e-01,2.92,5.1
6.7633600e-01,2.8,5.3
6.7633610e-01,2.96,5.2
6.7633620e-01,2.88,5.1
6.7633630e-01,2.88,4.9
6.7633640e-01,2.88,4.9
6.7633650e-01,3.04,5.1
6.7633660e-01,2.8,5.1
6.7633670e-01,2.92,5.1
6.7633680e-01,2.68,5.3
6.7633690e-01,2.84,4.8
6.7633700e-01,2.88,5.1
6.7633710e-01,2.88,5.1
6.7633720e-01,2.92,5.4
6.7633730e-01,2.92,5.1
6.7633740e-01,2.8,5.3
6.7633750e-01,2.8,5.3
6.7633760e-01,2.72,5.6
6.7633770e-01,2.88,5.3
6.7633780e-01,2.84,5.5
6.7633790e-01,2.96,5.3
6.7633800e-01,2.92,5.1
6.7633810e-01,2.96,5.1
6.7633820e-01,2.8,5.3
6.7633830e-01,2.84,5.2
6.7633840e-01,2.8,5.3
6.7633850e-01,2.76,5.2
6.7633860e-01,2.92,5.2
6.7633870e-01,2.92,5.3
6.7633880e-01,3.12,5.3
6.7633890e-01,2.96,5.2
6.7633900e-01,2.84,5.2
6.7633910e-01,2.92,5.1
6.7633920e-01,2.84,5.1
6.7633930e-01,2.88,5.3
6.7633940e-01,2.88,5.2
6.7633950e-01,2.88,5.1
6.7633960e-01,2.88,5.1
6.7633970e-01,3,5
6.7633980e-01,2.88,5.2
6.7633990e-01,2.88,5.4
6.7634000e-01,2.84,5.2
6.7634010e-01,2.96,5.1
6.7634020e-01,2.76,5.1
6.7634030e-01,2.84,5.3
6.7634040e-01,2.92,5.2
6.7634050e-01,2.96,5
6.7634060e-01,2.84,5.1
6.7634070e-01,2.96,5.1
6.7634080e-01,2.76,5.5
6.7634090e-01,2.88,5.2
6.7634100e-01,2.96,5.4
6.7634110e-01,2.96,4.9
6.7634120e-01,2.92,5.3
6.7634130e-01,2.84,5.4
6.7634140e-01,2.76,5.1
6.7634150e-01,2.88,5.3
6.7634160e-01,2.88,5
6.7634170e-01,3,5
6.7634180e-01,2.76,5.3
6.7634190e-01,2.88,5.3
6.7634200e-01,2.8,5.2
6.7634210e-01,2.84,4.9
6.7634220e-01,2.88,5.1
6.7634230e-01,2.8,5.3
6.7634240e-01,2.88,4.8
6.7634250e-01,2.88,5
6.7634260e-01,2.84,5.4
6.7634270e-01,2.88,5.1
6.7634280e-01,2.88,5.2
6.7634290e-01,2.72,4.6
6.7634300e-01,2.8,5
6.7634310e-01,2.76,5
6.7634320e-01,2.88,4.8
6.7634330e-01,2.76,5
6.7634340e-01,2.76,5.3
6.7634350e-01,2.88,5
6.7634360e-01,2.76,4.9
6.7634370e-01,2.84,4.9
6.7634380e-01,2.92,4.9
6.7634390e-01,2.88,5
6.7634400e-01,2.88,5.1
6.7634410e-01,2.76,5
6.7634420e-01,2.84,5
6.7634430e-01,2.8,4.8
6.7634440e-01,2.8,4.9
6.7634450e-01,2.88,5.2
6.7634460e-01,2.88,4.9
6.7634470e-01,2.84,5.1
6.7634480e-01,2.84,5.3
6.7634490e-01,2.84,5.1
6.7634500e-01,2.88,5
6.7634510e-01,2.92,5.1
6.7634520e-01,2.8,5.1
6.7634530e-01,2.88,5.2
6.7634540e-01,2.92,4.9
6.7634550e-01,2.96,4.7
6.7634560e-01,2.76,4.7
6.7634570e-01,2.8,5.1
6.7634580e-01,2.92,4.7
6.7634590e-01,2.68,5
6.7634600e-01,2.88,5.1
6.7634610e-01,2.92,5.3
6.7634620e-01,2.76,5.1
6.7634630e-01,2.84,4.8
6.7634640e-01,2.92,4.8
6.7634650e-01,2.8,5.2
6.7634660e-01,2.84,5.2
6.7634670e-01,2.72,5.6
6.7634680e-01,2.92,5.1
6.7634690e-01,3,5
6.7634700e-01,2.84,5.3
6.7634710e-01,2.84,5.2
6.7634720e-01,2.88,5.2
6.7634730e-01,2.8,5
6.7634740e-01,2.84,5
6.7634750e-01,2.84,5
6.7634760e-01,2.92,5.2
6.7634770e-01,2.76,5
6.7634780e-01,2.76,5.4
6.7634790e-01,2.76,5.1
6.7634800e-01,2.88,5
6.7634810e-01,2.8,5.4
6.7634820e-01,2.8,5.1
6.7634830e-01,2.72,5.1
6.7634840e-01,2.84,4.6
6.7634850e-01,2.84,5
6.7634860e-01,2.68,5.1
6.7634870e-01,2.88,5.2
6.7634880e-01,2.8,5.1
6.7634890e-01,2.84,5.1
6.7634900e-01,2.8,4.7
6.7634910e-01,2.84,5
6.7634920e-01,2.84,5.1
6.7634930e-01,2.8,5
6.7634940e-01,2.92,5.2
6.7634950e-01,2.84,4.9
6.7634960e-01,2.8,5
6.7634970e-01,2.64,5.4
6.7634980e-01,2.8,5.3
6.7634990e-01,2.88,5.2
6.7635000e-01,2.88,4.9
6.7635010e-01,2.84,4.8
6.7635020e-01,2.88,5.1
6.7635030e-01,2.76,5.3
6.7635040e-01,2.84,5.2
6.7635050e-01,2.8,5.5
6.7635060e-01,2.76,5.1
6.7635070e-01,2.84,4.9
6.7635080e-01,2.84,5.1
6.7635090e-01,2.88,5.3
6.7635100e-01,2.8,4.8
6.7635110e-01,3,5.1
6.7635120e-01,2.8,5.3
6.7635130e-01,2.92,4.9
6.7635140e-01,2.76,5.4
6.7635150e-01,2.88,5.1
6.7635160e-01,2.84,5
6.7635170e-01,2.84,4.8
6.7635180e-01,2.76,5
6.7635190e-01,2.84,5.2
6.7635200e-01,2.76,5.1
6.7635210e-01,2.88,5
6.7635220e-01,2.76,5.1
6.7635230e-01,2.8,5.2
6.7635240e-01,2.8,5.1
6.7635250e-01,2.92,4.9
6.7635260e-01,2.84,5
6.7635270e-01,2.96,5
6.7635280e-01,2.76,5.2
6.7635290e-01,2.92,5
6.7635300e-01,2.92,5.1
6.7635310e-01,2.84,5.3
6.7635320e-01,2.8,4.9
6.7635330e-01,2.76,5.1
6.7635340e-01,2.84,5.2
6.7635350e-01,2.92,5.1
6.7635360e-01,2.76,5.3
6.7635370e-01,2.96,5.4
6.7635380e-01,2.88,5.2
6.7635390e-01,2.84,5
6.7635400e-01,2.88,5.5
6.7635410e-01,2.88,4.9
6.7635420e-01,2.8,5.2
6.7635430e-01,2.88,5.1
6.7635440e-01,2.72,5.7
6.7635450e-01,2.88,5.2
6.7635460e-01,3,5.2
6.7635470e-01,2.92,5.2
6.7635480e-01,2.92,5.1
6.7635490e-01,3,5
6.7635500e-01,2.8,5.2
6.7635510e-01,2.84,5.2
6.7635520e-01,2.92,5.3
6.7635530e-01,3.08,5.1
6.7635540e-01,3,5.5
6.7635550e-01,2.84,5.3
6.7635560e-01,2.92,5.1
6.7635570e-01,2.92,5
6.7635580e-01,2.72,5.3
6.7635590e-01,3,5
6.7635600e-01,2.76,5.1
6.7635610e-01,2.76,4.7
6.7635620e-01,2.84,5.2
6.7635630e-01,2.92,5.1
6.7635640e-01,2.96,5.1
6.7635650e-01,2.92,5.1
6.7635660e-01,2.84,5
6.7635670e-01,2.8,4.8
6.7635680e-01,2.8,5
6.7635690e-01,2.84,5.1
6.7635700e-01,2.88,4.9
6.7635710e-01,2.88,5.1
6.7635720e-01,2.92,5.4
6.7635730e-01,2.92,5
6.7635740e-01,2.8,4.9
6.7635750e-01,3,5.1
6.7635760e-01,2.8,5.2
6.7635770e-01,2.92,5.3
6.7635780e-01,2.8,5.1
6.7635790e-01,2.84,5.2
6.7635800e-01,2.88,5.2
6.7635810e-01,2.88,5
6.7635820e-01,2.88,5
6.7635830e-01,2.96,5
6.7635840e-01,2.8,5
6.7635850e-01,2.8,5.1
6.7635860e-01,2.8,5.2
6.7635870e-01,2.92,5.3
6.7635880e-01,2.84,5
6.7635890e-01,2.84,5.2
6.7635900e-01,2.96,4.8
6.7635910e-01,2.84,5.3
6.7635920e-01,2.88,4.7
6.7635930e-01,2.96,5.3
6.7635940e-01,2.88,5.4
6.7635950e-01,2.88,5
6.7635960e-01,2.92,5.3
6.7635970e-01,2.96,5.4
6.7635980e-01,3,5.3
6.7635990e-01,3,5.1
6.7636000e-01,2.96,4.8
6.7636010e-01,2.84,5.1
6.7636020e-01,2.84,5.2
6.7636030e-01,2.8,5.2
6.7636040e-01,3,4.9
6.7636050e-01,2.88,4.9
6.7636060e-01,2.84,5.3
6.7636070e-01,2.88,5.4
6.7636080e-01,2.88,5.3
6.7636090e-01,2.96,5.1
6.7636100e-01,2.88,5.3
6.7636110e-01,2.8,5.6
6.7636120e-01,2.72,5.5
6.7636130e-01,2.8,5.2
6.7636140e-01,3.04,5.3
6.7636150e-01,2.76,5.1
6.7636160e-01,2.92,5.5
6.7636170e-01,2.88,5.2
6.7636180e-01,2.84,5.2
6.7636190e-01,2.76,5.5
6.7636200e-01,2.76,5
6.7636210e-01,2.88,5.4
6.7636220e-01,2.88,4.9
6.7636230e-01,2.8,5.1
6.7636240e-01,2.84,5.4
6.7636250e-01,2.92,5
6.7636260e-01,2.76,5.2
6.7636270e-01,2.96,4.7
6.7636280e-01,2.8,5.1
6.7636290e-01,2.84,4.9
6.7636300e-01,2.84,5
6.7636310e-01,2.68,4.8
6.7636320e-01,2.68,5.2
6.7636330e-01,2.88,4.9
6.7636340e-01,2.8,4.9
6.7636350e-01,2.8,5.1
6.7636360e-01,2.92,5.2
6.7636370e-01,3,5.2
6.7636380e-01,2.88,5.2
6.7636390e-01,2.92,5.1
6.7636400e-01,2.88,4.8
6.7636410e-01,2.96,5
6.7636420e-01,2.76,5.1
6.7636430e-01,2.76,5.2
6.7636440e-01,2.84,5.1
6.7636450e-01,2.92,4.9
6.7636460e-01,2.88,5.2
6.7636470e-01,2.88,4.7
6.7636480e-01,2.84,4.9
6.7636490e-01,2.96,5.2
6.7636500e-01,2.8,5.2
6.7636510e-01,2.84,5
6.7636520e-01,2.8,5
6.7636530e-01,2.96,4.9
6.7636540e-01,2.84,4.9
6.7636550e-01,2.84,5.2
6.7636560e-01,3.04,4.8
6.7636570e-01,2.76,4.8
6.7636580e-01,2.8,5
6.7636590e-01,2.92,5
6.7636600e-01,2.88,5.3
6.7636610e-01,2.8,5
6.7636620e-01,2.8,5.1
6.7636630e-01,2.72,5.4
6.7636640e-01,2.88,5.1
6.7636650e-01,2.88,5.5
6.7636660e-01,2.72,5.2
6.7636670e-01,2.76,5.1
6.7636680e-01,2.8,5.3
6.7636690e-01,2.84,5
6.7636700e-01,2.76,5.1
6.7636710e-01,2.84,5.3
6.7636720e-01,2.76,5.3
6.7636730e-01,2.8,4.7
6.7636740e-01,2.84,5.2
6.7636750e-01,2.84,5
6.7636760e-01,2.84,4.9
6.7636770e-01,2.8,5.1
6.7636780e-01,3,5.1
6.7636790e-01,3,5.2
6.7636800e-01,2.84,5.2
6.7636810e-01,2.8,4.9
6.7636820e-01,2.92,4.9
6.7636830e-01,2.92,5
6.7636840e-01,2.96,5
6.7636850e-01,3,5.1
6.7636860e-01,2.88,4.9
6.7636870e-01,2.84,5
6.7636880e-01,2.92,4.9
6.7636890e-01,2.88,5.1
6.7636900e-01,2.8,5.1
6.7636910e-01,2.8,4.7
6.7636920e-01,2.72,5
6.7636930e-01,2.84,5.1
6.7636940e-01,2.68,4.7
6.7636950e-01,2.92,5.2
6.7636960e-01,2.76,4.9
6.7636970e-01,2.8,5.2
6.7636980e-01,2.88,4.7
6.7636990e-01,2.76,5.2
6.7637000e-01,2.84,5.3
6.7637010e-01,2.8,5.3
6.7637020e-01,2.92,5
6.7637030e-01,2.8,5.3
6.7637040e-01,2.84,5.3
6.7637050e-01,3.04,5
6.7637060e-01,2.8,5.1
6.7637070e-01,2.72,4.9
6.7637080e-01,2.84,5
6.7637090e-01,2.88,5.2
6.7637100e-01,2.84,5.1
6.7637110e-01,2.84,4.8
6.7637120e-01,2.76,5.1
6.7637130e-01,2.92,4.7
6.7637140e-01,2.88,5.2
6.7637150e-01,2.76,4.9
6.7637160e-01,2.72,5.1
6.7637170e-01,2.84,5.2
6.7637180e-01,2.72,5.3
6.7637190e-01,2.8,5.1
6.7637200e-01,2.72,5.3
6.7637210e-01,2.84,5.4
6.7637220e-01,2.84,5.1
6.7637230e-01,2.76,5.2
6.7637240e-01,2.8,4.9
6.7637250e-01,2.92,5
6.7637260e-01,2.84,5
6.7637270e-01,2.76,5
6.7637280e-01,2.92,5.2
6.7637290e-01,2.92,5.3
6.7637300e-01,2.96,5.1
6.7637310e-01,2.88,5.1
6.7637320e-01,2.76,5.2
6.7637330e-01,2.84,5
6.7637340e-01,2.92,5
6.7637350e-01,2.88,5.2
6.7637360e-01,2.96,5.2
6.7637370e-01,2.84,5.5
6.7637380e-01,2.84,5.3
6.7637390e-01,2.84,4.9
6.7637400e-01,3,5.4
6.7637410e-01,2.88,5.1
6.7637420e-01,2.76,5.4
6.7637430e-01,2.92,5.3
6.7637440e-01,2.84,5.1
6.7637450e-01,2.92,5.2
6.7637460e-01,3,5
6.7637470e-01,3,5.3
6.7637480e-01,2.8,5.2
6.7637490e-01,2.96,5
6.7637500e-01,3,5.3
6.7637510e-01,2.96,5.4
6.7637520e-01,3,5.1
6.7637530e-01,2.76,5.2
6.7637540e-01,2.92,5.1
6.7637550e-01,2.92,5.1
6.7637560e-01,2.8,5
6.7637570e-01,2.92,5.1
6.7637580e-01,2.88,5.3
6.7637590e-01,2.88,5.2
6.7637600e-01,2.88,5.2
6.7637610e-01,2.84,5.1
6.7637620e-01,2.84,5.1
6.7637630e-01,2.84,5.2
6.7637640e-01,2.88,4.9
6.7637650e-01,2.76,5.2
6.7637660e-01,2.84,5.3
6.7637670e-01,2.92,5.1
6.7637680e-01,2.88,5.2
6.7637690e-01,2.84,5
6.7637700e-01,2.88,5.1
6.7637710e-01,2.88,5.2
6.7637720e-01,2.88,5.4
6.7637730e-01,3,5.2
6.7637740e-01,2.88,5.3
6.7637750e-01,2.92,5.1
6.7637760e-01,2.88,5.1
6.7637770e-01,2.84,4.8
6.7637780e-01,2.88,5.1
6.7637790e-01,2.92,5
6.7637800e-01,2.92,5.4
6.7637810e-01,2.88,5.1
6.7637820e-01,2.92,5
6.7637830e-01,2.92,5.1
6.7637840e-01,2.96,5.2
6.7637850e-01,2.92,5.4
6.7637860e-01,2.84,5
6.7637870e-01,2.88,5.4
6.7637880e-01,2.88,5
6.7637890e-01,2.92,5.2
6.7637900e-01,2.76,5.1
6.7637910e-01,2.84,4.8
6.7637920e-01,2.88,5.1
6.7637930e-01,2.96,4.9
6.7637940e-01,2.96,5
6.7637950e-01,2.8,5.3
6.7637960e-01,3.04,4.9
6.7637970e-01,2.92,5
6.7637980e-01,2.96,4.9
6.7637990e-01,2.84,5.2
6.7638000e-01,2.96,5.1
6.7638010e-01,2.88,5.1
6.7638020e-01,2.96,5
6.7638030e-01,2.84,5.1
6.7638040e-01,2.8,5.3
6.7638050e-01,2.84,5.2
6.7638060e-01,2.88,5.2
6.7638070e-01,2.88,5.2
6.7638080e-01,2.72,5.5
6.7638090e-01,2.88,5.1
6.7638100e-01,2.72,5.3
6.7638110e-01,2.84,5.3
6.7638120e-01,2.8,5.3
6.7638130e-01,2.76,5.3
6.7638140e-01,2.88,5.5
6.7638150e-01,2.8,5.1
6.7638160e-01,2.88,5.2
6.7638170e-01,2.84,5
6.7638180e-01,2.84,5.1
6.7638190e-01,2.84,5.4
6.7638200e-01,2.88,4.9
6.7638210e-01,2.88,5.2
6.7638220e-01,2.92,5.3
6.7638230e-01,2.92,5
6.7638240e-01,2.8,5.1
6.7638250e-01,2.8,5
6.7638260e-01,2.88,5.1
6.7638270e-01,2.84,4.9
6.7638280e-01,2.84,4.8
6.7638290e-01,2.76,5.2
6.7638300e-01,2.84,5.2
6.7638310e-01,2.96,5.2
6.7638320e-01,2.8,5.2
6.7638330e-01,2.88,4.9
6.7638340e-01,2.92,5
6.7638350e-01,2.92,5
6.7638360e-01,2.84,5.1
6.7638370e-01,2.72,5.3
6.7638380e-01,2.8,5.1
6.7638390e-01,2.8,5
6.7638400e-01,2.96,5.1
6.7638410e-01,2.84,5.3
6.7638420e-01,2.72,5
6.7638430e-01,2.88,5.1
6.7638440e-01,2.76,5
6.7638450e-01,2.68,5.1
6.7638460e-01,2.72,5
6.7638470e-01,2.8,5
6.7638480e-01,2.8,5
6.7638490e-01,2.8,5
6.7638500e-01,2.92,5.1
6.7638510e-01,2.84,5
6.7638520e-01,2.88,4.9
6.7638530e-01,2.84,5.2
6.7638540e-01,2.8,5.1
6.7638550e-01,2.96,5.1
6.7638560e-01,2.88,5
6.7638570e-01,3,5
6.7638580e-01,2.84,5.1
6.7638590e-01,2.8,5.2
6.7638600e-01,2.84,5
6.7638610e-01,2.76,5.2
6.7638620e-01,2.8,5.2
6.7638630e-01,2.92,5
6.7638640e-01,2.96,5.2
6.7638650e-01,2.88,5.2
6.7638660e-01,2.8,4.9
6.7638670e-01,2.84,5.3
6.7638680e-01,2.76,5.1
6.7638690e-01,2.72,5.2
6.7638700e-01,2.92,5
6.7638710e-01,2.84,4.9
6.7638720e-01,2.8,5.1
6.7638730e-01,2.84,5.3
6.7638740e-01,2.8,4.9
6.7638750e-01,2.72,5.4
6.7638760e-01,2.92,5
6.7638770e-01,2.96,5.2
6.7638780e-01,2.84,5.1
6.7638790e-01,2.8,5
6.7638800e-01,2.72,5.2
6.7638810e-01,2.96,5.3
6.7638820e-01,2.88,5.3
6.7638830e-01,2.8,5.3
6.7638840e-01,2.8,5.1
6.7638850e-01,2.84,5.2
6.7638860e-01,3.04,4.9
6.7638870e-01,2.92,5.2
6.7638880e-01,2.88,4.8
6.7638890e-01,2.84,5
6.7638900e-01,2.8,5.2
6.7638910e-01,2.88,5.2
6.7638920e-01,2.76,5.2
6.7638930e-01,2.8,5.3
6.7638940e-01,2.84,5.1
6.7638950e-01,2.88,4.8
6.7638960e-01,2.72,4.9
6.7638970e-01,2.88,4.9
6.7638980e-01,2.88,5.4
6.7638990e-01,2.8,5.3
6.7639000e-01,2.76,5.3
6.7639010e-01,2.88,5.4
6.7639020e-01,2.92,5.4
6.7639030e-01,2.96,5.1
6.7639040e-01,2.76,4.9
6.7639050e-01,2.8,5
6.7639060e-01,2.92,4.8
6.7639070e-01,2.92,5.1
6.7639080e-01,2.88,5
6.7639090e-01,2.96,5
6.7639100e-01,2.84,5.1
6.7639110e-01,2.72,5
6.7639120e-01,2.8,5
6.7639130e-01,2.88,5.1
6.7639140e-01,2.88,5.3
6.7639150e-01,2.96,5.1
6.7639160e-01,2.96,5.1
6.7639170e-01,2.88,5.1
6.7639180e-01,2.8,5.3
6.7639190e-01,2.8,5.1
6.7639200e-01,2.72,5.1
6.7639210e-01,2.88,5.1
6.7639220e-01,2.76,5
6.7639230e-01,2.88,5.2
6.7639240e-01,2.88,5.3
6.7639250e-01,2.76,4.7
6.7639260e-01,2.88,5.1
6.7639270e-01,2.96,5.5
6.7639280e-01,2.8,5.2
6.7639290e-01,2.92,5.1
6.7639300e-01,3,5.2
6.7639310e-01,2.76,4.8
6.7639320e-01,2.84,5
6.7639330e-01,2.96,5.3
6.7639340e-01,3,4.9
6.7639350e-01,2.8,5.2
6.7639360e-01,2.92,5.3
6.7639370e-01,2.88,5.1
6.7639380e-01,2.88,5.4
6.7639390e-01,2.88,4.8
6.7639400e-01,3.04,5.3
6.7639410e-01,2.96,5
6.7639420e-01,2.96,5.4
6.7639430e-01,2.96,5.3
6.7639440e-01,2.92,5.1
6.7639450e-01,3,5.4
6.7639460e-01,2.92,5.4
6.7639470e-01,2.96,5.3
6.7639480e-01,3,5.1
6.7639490e-01,2.88,5.1
6.7639500e-01,2.92,5.2
6.7639510e-01,2.96,5.3
6.7639520e-01,3.04,5.2
6.7639530e-01,2.84,4.9
6.7639540e-01,2.84,5.1
6.7639550e-01,2.96,5.4
6.7639560e-01,2.88,5
6.7639570e-01,2.8,4.9
6.7639580e-01,2.76,5.2
6.7639590e-01,2.76,5.1
6.7639600e-01,2.88,5.1
6.7639610e-01,2.8,5.1
6.7639620e-01,2.84,5.1
6.7639630e-01,2.92,5.2
6.7639640e-01,2.92,5.1
6.7639650e-01,3,5.2
6.7639660e-01,2.88,5.5
6.7639670e-01,2.96,5.1
6.7639680e-01,2.92,5.1
6.7639690e-01,2.96,4.9
6.7639700e-01,2.8,4.7
6.7639710e-01,3,4.9
6.7639720e-01,2.84,5.1
6.7639730e-01,3,5.1
6.7639740e-01,2.88,5
6.7639750e-01,2.84,5.1
6.7639760e-01,2.8,5
6.7639770e-01,2.96,5.4
6.7639780e-01,2.92,5.1
6.7639790e-01,2.84,4.9
6.7639800e-01,2.84,5.2
6.7639810e-01,3,5.2
6.7639820e-01,3,5.1
6.7639830e-01,2.88,5.1
6.7639840e-01,2.8,5
6.7639850e-01,2.96,5.2
6.7639860e-01,2.96,5.2
6.7639870e-01,2.92,5.4
6.7639880e-01,2.76,5
6.7639890e-01,2.84,4.9
6.7639900e-01,2.88,5.1
6.7639910e-01,2.92,5.2
6.7639920e-01,2.8,4.9
6.7639930e-01,3,5.4
6.7639940e-01,2.88,5.3
6.7639950e-01,2.72,5
6.7639960e-01,2.88,5.3
6.7639970e-01,2.92,5.1
6.7639980e-01,2.92,5.4
6.7639990e-01,3,5
6.7640000e-01,2.92,5
6.7640010e-01,2.76,5.1
6.7640020e-01,2.84,5.2
6.7640030e-01,2.88,4.9
6.7640040e-01,2.92,5.1
6.7640050e-01,2.92,5.1
6.7640060e-01,2.92,5.3
6.7640070e-01,2.88,5.1
6.7640080e-01,2.88,5.2
6.7640090e-01,2.84,4.9
6.7640100e-01,2.96,5.1
6.7640110e-01,2.84,5.4
6.7640120e-01,2.92,5.3
6.7640130e-01,2.84,5.1
6.7640140e-01,2.84,5
6.7640150e-01,2.88,5.2
6.7640160e-01,2.88,5.2
6.7640170e-01,2.76,5.2
6.7640180e-01,2.84,4.8
6.7640190e-01,2.8,5.2
6.7640200e-01,2.84,5.3
6.7640210e-01,2.88,5.1
6.7640220e-01,2.88,5.1
6.7640230e-01,2.92,5
6.7640240e-01,2.8,5
6.7640250e-01,2.88,5.3
6.7640260e-01,2.8,4.8
6.7640270e-01,2.8,4.9
6.7640280e-01,2.76,4.9
6.7640290e-01,2.88,5.1
6.7640300e-01,2.88,5
6.7640310e-01,2.84,5.1
6.7640320e-01,2.8,5.1
6.7640330e-01,2.88,4.8
6.7640340e-01,2.84,5.2
6.7640350e-01,2.88,5.5
6.7640360e-01,2.76,5.2
6.7640370e-01,2.88,5.1
6.7640380e-01,2.8,5.1
6.7640390e-01,2.92,5.3
6.7640400e-01,2.8,4.9
6.7640410e-01,2.92,4.8
6.7640420e-01,2.88,4.9
6.7640430e-01,2.8,5.2
6.7640440e-01,2.96,5
6.7640450e-01,2.84,4.8
6.7640460e-01,2.8,5.4
6.7640470e-01,2.84,5.2
6.7640480e-01,2.84,5.2
6.7640490e-01,2.88,4.8
6.7640500e-01,2.88,4.9
6.7640510e-01,2.76,4.8
6.7640520e-01,2.92,4.5
6.7640530e-01,2.84,4.9
6.7640540e-01,2.8,4.8
6.7640550e-01,2.84,5
6.7640560e-01,2.92,5.4
6.7640570e-01,2.72,5.3
6.7640580e-01,2.88,4.8
6.7640590e-01,2.88,5.1
6.7640600e-01,2.84,5
6.7640610e-01,2.92,5.4
6.7640620e-01,2.84,5.2
6.7640630e-01,2.8,5.1
6.7640640e-01,2.96,5.3
6.7640650e-01,2.84,5
6.7640660e-01,2.84,5.2
6.7640670e-01,2.76,5
6.7640680e-01,2.96,5
6.7640690e-01,2.76,5.2
6.7640700e-01,2.92,4.9
6.7640710e-01,2.88,5.1
6.7640720e-01,2.84,5.2
6.7640730e-01,2.72,4.9
6.7640740e-01,2.84,4.8
6.7640750e-01,2.92,5.2
6.7640760e-01,2.68,5.2
6.7640770e-01,2.72,4.9
6.7640780e-01,2.8,5
6.7640790e-01,2.84,5.1
6.7640800e-01,2.84,5.3
6.7640810e-01,2.76,4.9
6.7640820e-01,2.84,4.9
6.7640830e-01,2.8,5
6.7640840e-01,2.84,5.3
6.7640850e-01,2.92,5.1
6.7640860e-01,2.84,5.1
6.7640870e-01,2.76,5
6.7640880e-01,2.76,5.1
6.7640890e-01,2.84,5.1
